source,target,weight
P0412,P1685,1
P0412,P1699,1
P0412,P1711,1
P0412,P1740,1
P0412,P1757,1
P0412,P1833,1
P0414,P0457,1
P0414,P0640,1
P0414,P0684,1
P0414,P0701,1
P0414,P0709,1
P0414,P0710,1
P0414,P0728,1
P0414,P0757,1
P0414,P0764,1
P0414,P0765,1
P0414,P0769,1
P0414,P0785,1
P0414,P0787,1
P0414,P0788,1
P0414,P0790,1
P0414,P0840,1
P0414,P0842,1
P0414,P0857,1
P0414,P0874,1
P0414,P0875,1
P0414,P0878,1
P0414,P0881,1
P0414,P0888,1
P0414,P0941,1
P0414,P0944,1
P0414,P0947,1
P0414,P0950,1
P0414,P1006,1
P0414,P1017,1
P0414,P1018,1
P0414,P1056,1
P0414,P1100,1
P0414,P1102,1
P0414,P1157,1
P0414,P1176,1
P0414,P1187,1
P0414,P1189,1
P0414,P1201,1
P0414,P1203,1
P0414,P1214,1
P0414,P1223,1
P0414,P1231,1
P0414,P1235,1
P0414,P1242,1
P0414,P1251,1
P0414,P1253,1
P0414,P1257,1
P0414,P1266,1
P0414,P1267,1
P0414,P1282,1
P0414,P1286,1
P0414,P1288,1
P0414,P1302,1
P0414,P1308,1
P0414,P1310,1
P0414,P1312,1
P0414,P1313,1
P0414,P1316,1
P0414,P1351,1
P0414,P1352,1
P0414,P1354,1
P0414,P1356,1
P0414,P1362,1
P0414,P1409,1
P0414,P1571,1
P0414,P1708,1
P0414,P1711,1
P0414,P1740,1
P0414,P1757,1
P0414,P1794,1
P0414,P1833,1
P0415,P0701,1
P0415,P0709,1
P0415,P0710,1
P0415,P0764,1
P0415,P0765,1
P0415,P0769,1
P0415,P0788,1
P0415,P0853,1
P0415,P0857,1
P0415,P0874,1
P0415,P0875,1
P0415,P0943,1
P0415,P1017,1
P0415,P1056,1
P0415,P1100,1
P0415,P1102,1
P0415,P1113,1
P0415,P1157,1
P0415,P1189,1
P0415,P1203,1
P0415,P1213,1
P0415,P1242,1
P0415,P1263,1
P0415,P1266,1
P0415,P1267,1
P0415,P1271,1
P0415,P1310,1
P0415,P1312,1
P0415,P1313,1
P0415,P1315,1
P0415,P1352,1
P0415,P1409,1
P0415,P1571,1
P0415,P1708,1
P0415,P1711,1
P0415,P1740,1
P0415,P1757,1
P0415,P1833,1
P0434,P0684,1
P0434,P0708,1
P0434,P0709,1
P0434,P0710,1
P0434,P0757,1
P0434,P0765,1
P0434,P0769,1
P0434,P0787,1
P0434,P0788,1
P0434,P0798,1
P0434,P0840,1
P0434,P0849,1
P0434,P0874,1
P0434,P0875,1
P0434,P0880,1
P0434,P0881,1
P0434,P0888,1
P0434,P0944,1
P0434,P0947,1
P0434,P0949,1
P0434,P0950,1
P0434,P1006,1
P0434,P1017,1
P0434,P1018,1
P0434,P1020,1
P0434,P1056,1
P0434,P1100,1
P0434,P1176,1
P0434,P1187,1
P0434,P1189,1
P0434,P1199,1
P0434,P1201,1
P0434,P1203,1
P0434,P1213,1
P0434,P1214,1
P0434,P1223,1
P0434,P1231,1
P0434,P1233,1
P0434,P1235,1
P0434,P1251,1
P0434,P1253,1
P0434,P1263,1
P0434,P1264,1
P0434,P1266,1
P0434,P1267,1
P0434,P1288,1
P0434,P1302,1
P0434,P1308,1
P0434,P1310,1
P0434,P1312,1
P0434,P1313,1
P0434,P1315,1
P0434,P1316,1
P0434,P1351,1
P0434,P1354,1
P0434,P1356,1
P0434,P1362,1
P0434,P1363,1
P0434,P1409,1
P0434,P1571,1
P0434,P1645,1
P0434,P1685,1
P0434,P1740,1
P0434,P1757,1
P0434,P1833,1
P0457,P0550,1
P0457,P0640,1
P0457,P0684,1
P0457,P0701,1
P0457,P0708,1
P0457,P0709,1
P0457,P0710,1
P0457,P0757,1
P0457,P0764,1
P0457,P0765,1
P0457,P0769,1
P0457,P0787,1
P0457,P0788,1
P0457,P0791,1
P0457,P0798,1
P0457,P0842,1
P0457,P0849,1
P0457,P0857,1
P0457,P0874,1
P0457,P0875,1
P0457,P0878,1
P0457,P0879,1
P0457,P0880,1
P0457,P0881,1
P0457,P0888,1
P0457,P0943,1
P0457,P0944,1
P0457,P0945,1
P0457,P0947,1
P0457,P0948,1
P0457,P0949,1
P0457,P0950,1
P0457,P1006,1
P0457,P1017,1
P0457,P1018,1
P0457,P1020,1
P0457,P1054,1
P0457,P1055,1
P0457,P1056,1
P0457,P1100,1
P0457,P1102,1
P0457,P1113,1
P0457,P1124,1
P0457,P1154,1
P0457,P1155,1
P0457,P1157,1
P0457,P1176,1
P0457,P1187,1
P0457,P1189,1
P0457,P1199,1
P0457,P1201,1
P0457,P1203,1
P0457,P1213,1
P0457,P1214,1
P0457,P1223,1
P0457,P1224,1
P0457,P1231,1
P0457,P1233,1
P0457,P1242,1
P0457,P1251,1
P0457,P1253,1
P0457,P1263,1
P0457,P1264,1
P0457,P1266,1
P0457,P1267,1
P0457,P1271,1
P0457,P1281,1
P0457,P1282,1
P0457,P1288,1
P0457,P1302,1
P0457,P1308,1
P0457,P1310,1
P0457,P1313,1
P0457,P1315,1
P0457,P1352,1
P0457,P1354,1
P0457,P1362,1
P0457,P1363,1
P0457,P1571,1
P0457,P1645,1
P0457,P1685,1
P0457,P1699,1
P0457,P1708,1
P0457,P1709,1
P0457,P1711,1
P0457,P1740,1
P0457,P1757,1
P0457,P1833,1
P0550,P0640,1
P0550,P0684,1
P0550,P0701,1
P0550,P0728,1
P0550,P0764,1
P0550,P0769,1
P0550,P0787,1
P0550,P0788,1
P0550,P0790,1
P0550,P0798,1
P0550,P0840,1
P0550,P0842,1
P0550,P0849,1
P0550,P0857,1
P0550,P0874,1
P0550,P0878,1
P0550,P0888,1
P0550,P0944,1
P0550,P0949,1
P0550,P0950,1
P0550,P1018,1
P0550,P1111,1
P0550,P1157,1
P0550,P1176,1
P0550,P1187,1
P0550,P1189,1
P0550,P1199,1
P0550,P1214,1
P0550,P1223,1
P0550,P1231,1
P0550,P1233,1
P0550,P1242,1
P0550,P1263,1
P0550,P1264,1
P0550,P1267,1
P0550,P1271,1
P0550,P1288,1
P0550,P1308,1
P0550,P1310,1
P0550,P1312,1
P0550,P1315,1
P0550,P1351,1
P0550,P1354,1
P0550,P1363,1
P0550,P1571,1
P0550,P1645,1
P0550,P1685,1
P0550,P1708,1
P0550,P1711,1
P0550,P1740,1
P0550,P1757,1
P0550,P1794,1
P0550,P1833,1
P0640,P0707,1
P0640,P0709,1
P0640,P0713,1
P0640,P0757,1
P0640,P0765,1
P0640,P0769,1
P0640,P0788,1
P0640,P0790,1
P0640,P0791,1
P0640,P0798,1
P0640,P0840,1
P0640,P0849,1
P0640,P0852,1
P0640,P0853,1
P0640,P0854,1
P0640,P0874,1
P0640,P0875,1
P0640,P0880,1
P0640,P0941,1
P0640,P0948,1
P0640,P0949,1
P0640,P1006,1
P0640,P1100,1
P0640,P1111,1
P0640,P1113,1
P0640,P1154,1
P0640,P1155,1
P0640,P1176,1
P0640,P1187,1
P0640,P1199,1
P0640,P1201,1
P0640,P1203,1
P0640,P1213,1
P0640,P1224,1
P0640,P1231,1
P0640,P1251,1
P0640,P1263,1
P0640,P1264,1
P0640,P1267,1
P0640,P1280,1
P0640,P1281,1
P0640,P1286,1
P0640,P1288,1
P0640,P1310,1
P0640,P1312,1
P0640,P1313,1
P0640,P1315,1
P0640,P1316,1
P0640,P1354,1
P0640,P1356,1
P0640,P1362,1
P0640,P1409,1
P0640,P1571,1
P0640,P1645,1
P0640,P1700,1
P0640,P1740,1
P0640,P1794,1
P0640,P1833,1
P0684,P0709,1
P0684,P0710,1
P0684,P0713,1
P0684,P0728,1
P0684,P0764,1
P0684,P0765,1
P0684,P0769,1
P0684,P0785,1
P0684,P0788,1
P0684,P0790,1
P0684,P0791,1
P0684,P0798,1
P0684,P0840,1
P0684,P0849,1
P0684,P0853,1
P0684,P0856,1
P0684,P0857,1
P0684,P0874,1
P0684,P0875,1
P0684,P0941,1
P0684,P0943,1
P0684,P0944,1
P0684,P0945,1
P0684,P0948,1
P0684,P1006,1
P0684,P1017,1
P0684,P1054,1
P0684,P1055,1
P0684,P1056,1
P0684,P1100,1
P0684,P1112,1
P0684,P1113,1
P0684,P1124,1
P0684,P1154,1
P0684,P1155,1
P0684,P1157,1
P0684,P1176,1
P0684,P1189,1
P0684,P1199,1
P0684,P1203,1
P0684,P1213,1
P0684,P1224,1
P0684,P1242,1
P0684,P1251,1
P0684,P1264,1
P0684,P1266,1
P0684,P1282,1
P0684,P1288,1
P0684,P1310,1
P0684,P1312,1
P0684,P1313,1
P0684,P1315,1
P0684,P1362,1
P0684,P1409,1
P0684,P1700,1
P0684,P1711,1
P0684,P1740,1
P0684,P1757,1
P0684,P1794,1
P0684,P1833,1
P0701,P0709,1
P0701,P0710,1
P0701,P0713,1
P0701,P0728,1
P0701,P0757,1
P0701,P0764,1
P0701,P0765,1
P0701,P0769,1
P0701,P0785,1
P0701,P0787,1
P0701,P0788,1
P0701,P0790,1
P0701,P0791,1
P0701,P0798,1
P0701,P0852,1
P0701,P0856,1
P0701,P0857,1
P0701,P0874,1
P0701,P0888,1
P0701,P0941,1
P0701,P0949,1
P0701,P0950,1
P0701,P1017,1
P0701,P1018,1
P0701,P1100,1
P0701,P1102,1
P0701,P1111,1
P0701,P1112,1
P0701,P1113,1
P0701,P1154,1
P0701,P1155,1
P0701,P1157,1
P0701,P1176,1
P0701,P1187,1
P0701,P1189,1
P0701,P1201,1
P0701,P1213,1
P0701,P1214,1
P0701,P1223,1
P0701,P1224,1
P0701,P1231,1
P0701,P1233,1
P0701,P1235,1
P0701,P1242,1
P0701,P1251,1
P0701,P1253,1
P0701,P1254,1
P0701,P1257,1
P0701,P1263,1
P0701,P1264,1
P0701,P1266,1
P0701,P1271,1
P0701,P1302,1
P0701,P1308,1
P0701,P1310,1
P0701,P1312,1
P0701,P1313,1
P0701,P1315,1
P0701,P1362,1
P0701,P1363,1
P0701,P1409,1
P0701,P1645,1
P0701,P1699,1
P0701,P1700,1
P0701,P1708,1
P0701,P1709,1
P0701,P1740,1
P0701,P1794,1
P0701,P1833,1
P0707,P0764,1
P0707,P0874,1
P0707,P0878,1
P0707,P1214,1
P0707,P1231,1
P0707,P1233,1
P0707,P1315,1
P0707,P1409,1
P0707,P1699,1
P0707,P1700,1
P0707,P1708,1
P0707,P1709,1
P0707,P1740,1
P0707,P1833,1
P0708,P0728,1
P0708,P0764,1
P0708,P0765,1
P0708,P0769,1
P0708,P0785,1
P0708,P0788,1
P0708,P0791,1
P0708,P0798,1
P0708,P0840,1
P0708,P0842,1
P0708,P0857,1
P0708,P0878,1
P0708,P0881,1
P0708,P0944,1
P0708,P0945,1
P0708,P0949,1
P0708,P1006,1
P0708,P1017,1
P0708,P1054,1
P0708,P1154,1
P0708,P1155,1
P0708,P1187,1
P0708,P1189,1
P0708,P1199,1
P0708,P1223,1
P0708,P1224,1
P0708,P1231,1
P0708,P1264,1
P0708,P1266,1
P0708,P1271,1
P0708,P1286,1
P0708,P1310,1
P0708,P1312,1
P0708,P1354,1
P0708,P1645,1
P0708,P1685,1
P0708,P1708,1
P0708,P1711,1
P0708,P1740,1
P0708,P1757,1
P0708,P1833,1
P0709,P0728,1
P0709,P0764,1
P0709,P0765,1
P0709,P0769,1
P0709,P0785,1
P0709,P0787,1
P0709,P0788,1
P0709,P0790,1
P0709,P0791,1
P0709,P0840,1
P0709,P0856,1
P0709,P0857,1
P0709,P0874,1
P0709,P0878,1
P0709,P0879,1
P0709,P0881,1
P0709,P0888,1
P0709,P0941,1
P0709,P0944,1
P0709,P0947,1
P0709,P0948,1
P0709,P0949,1
P0709,P0950,1
P0709,P1006,1
P0709,P1018,1
P0709,P1054,1
P0709,P1055,1
P0709,P1056,1
P0709,P1100,1
P0709,P1102,1
P0709,P1154,1
P0709,P1155,1
P0709,P1157,1
P0709,P1187,1
P0709,P1189,1
P0709,P1199,1
P0709,P1201,1
P0709,P1223,1
P0709,P1224,1
P0709,P1231,1
P0709,P1233,1
P0709,P1235,1
P0709,P1242,1
P0709,P1263,1
P0709,P1264,1
P0709,P1266,1
P0709,P1271,1
P0709,P1302,1
P0709,P1310,1
P0709,P1312,1
P0709,P1313,1
P0709,P1315,1
P0709,P1409,1
P0709,P1645,1
P0709,P1685,1
P0709,P1699,1
P0709,P1700,1
P0709,P1708,1
P0709,P1709,1
P0709,P1740,1
P0709,P1833,1
P0709,P1834,1
P0710,P0728,1
P0710,P0764,1
P0710,P0765,1
P0710,P0769,1
P0710,P0785,1
P0710,P0787,1
P0710,P0788,1
P0710,P0790,1
P0710,P0791,1
P0710,P0798,1
P0710,P0842,1
P0710,P0854,1
P0710,P0856,1
P0710,P0857,1
P0710,P0874,1
P0710,P0875,1
P0710,P0878,1
P0710,P0881,1
P0710,P0941,1
P0710,P0944,1
P0710,P0945,1
P0710,P0947,1
P0710,P0948,1
P0710,P0949,1
P0710,P0950,1
P0710,P1006,1
P0710,P1017,1
P0710,P1018,1
P0710,P1020,1
P0710,P1054,1
P0710,P1055,1
P0710,P1056,1
P0710,P1111,1
P0710,P1113,1
P0710,P1154,1
P0710,P1155,1
P0710,P1176,1
P0710,P1187,1
P0710,P1189,1
P0710,P1199,1
P0710,P1203,1
P0710,P1213,1
P0710,P1214,1
P0710,P1224,1
P0710,P1231,1
P0710,P1233,1
P0710,P1235,1
P0710,P1242,1
P0710,P1253,1
P0710,P1254,1
P0710,P1263,1
P0710,P1264,1
P0710,P1266,1
P0710,P1267,1
P0710,P1271,1
P0710,P1281,1
P0710,P1286,1
P0710,P1310,1
P0710,P1312,1
P0710,P1313,1
P0710,P1315,1
P0710,P1351,1
P0710,P1352,1
P0710,P1354,1
P0710,P1362,1
P0710,P1409,1
P0710,P1571,1
P0710,P1645,1
P0710,P1699,1
P0710,P1700,1
P0710,P1708,1
P0710,P1709,1
P0710,P1740,1
P0710,P1833,1
P0713,P0757,1
P0713,P0764,1
P0713,P0765,1
P0713,P0769,1
P0713,P0787,1
P0713,P0788,1
P0713,P0791,1
P0713,P0840,1
P0713,P0857,1
P0713,P0874,1
P0713,P0875,1
P0713,P0878,1
P0713,P0881,1
P0713,P0888,1
P0713,P0943,1
P0713,P0944,1
P0713,P0948,1
P0713,P0949,1
P0713,P0950,1
P0713,P1006,1
P0713,P1018,1
P0713,P1054,1
P0713,P1055,1
P0713,P1056,1
P0713,P1154,1
P0713,P1155,1
P0713,P1157,1
P0713,P1187,1
P0713,P1189,1
P0713,P1201,1
P0713,P1223,1
P0713,P1224,1
P0713,P1231,1
P0713,P1233,1
P0713,P1242,1
P0713,P1263,1
P0713,P1264,1
P0713,P1266,1
P0713,P1267,1
P0713,P1271,1
P0713,P1302,1
P0713,P1308,1
P0713,P1310,1
P0713,P1312,1
P0713,P1313,1
P0713,P1315,1
P0713,P1699,1
P0713,P1708,1
P0713,P1709,1
P0713,P1740,1
P0713,P1757,1
P0713,P1833,1
P0728,P0757,1
P0728,P0764,1
P0728,P0765,1
P0728,P0769,1
P0728,P0787,1
P0728,P0788,1
P0728,P0791,1
P0728,P0798,1
P0728,P0840,1
P0728,P0849,1
P0728,P0853,1
P0728,P0856,1
P0728,P0857,1
P0728,P0874,1
P0728,P0875,1
P0728,P0878,1
P0728,P0879,1
P0728,P0881,1
P0728,P0888,1
P0728,P0943,1
P0728,P0944,1
P0728,P0945,1
P0728,P0947,1
P0728,P0950,1
P0728,P1006,1
P0728,P1018,1
P0728,P1054,1
P0728,P1055,1
P0728,P1100,1
P0728,P1113,1
P0728,P1124,1
P0728,P1154,1
P0728,P1155,1
P0728,P1157,1
P0728,P1176,1
P0728,P1187,1
P0728,P1199,1
P0728,P1201,1
P0728,P1203,1
P0728,P1213,1
P0728,P1214,1
P0728,P1223,1
P0728,P1224,1
P0728,P1231,1
P0728,P1233,1
P0728,P1235,1
P0728,P1242,1
P0728,P1251,1
P0728,P1253,1
P0728,P1254,1
P0728,P1263,1
P0728,P1264,1
P0728,P1267,1
P0728,P1281,1
P0728,P1288,1
P0728,P1302,1
P0728,P1308,1
P0728,P1310,1
P0728,P1312,1
P0728,P1313,1
P0728,P1315,1
P0728,P1316,1
P0728,P1352,1
P0728,P1354,1
P0728,P1356,1
P0728,P1362,1
P0728,P1363,1
P0728,P1409,1
P0728,P1571,1
P0728,P1645,1
P0728,P1685,1
P0728,P1708,1
P0728,P1709,1
P0728,P1740,1
P0728,P1794,1
P0728,P1833,1
P0757,P0764,1
P0757,P0765,1
P0757,P0769,1
P0757,P0785,1
P0757,P0788,1
P0757,P0791,1
P0757,P0798,1
P0757,P0842,1
P0757,P0849,1
P0757,P0857,1
P0757,P0875,1
P0757,P0880,1
P0757,P0881,1
P0757,P0888,1
P0757,P0943,1
P0757,P0944,1
P0757,P0945,1
P0757,P0948,1
P0757,P0950,1
P0757,P1006,1
P0757,P1017,1
P0757,P1018,1
P0757,P1054,1
P0757,P1056,1
P0757,P1100,1
P0757,P1111,1
P0757,P1113,1
P0757,P1154,1
P0757,P1155,1
P0757,P1187,1
P0757,P1189,1
P0757,P1214,1
P0757,P1224,1
P0757,P1233,1
P0757,P1242,1
P0757,P1251,1
P0757,P1264,1
P0757,P1271,1
P0757,P1281,1
P0757,P1286,1
P0757,P1310,1
P0757,P1315,1
P0757,P1362,1
P0757,P1363,1
P0757,P1699,1
P0757,P1708,1
P0757,P1711,1
P0757,P1740,1
P0757,P1757,1
P0757,P1794,1
P0757,P1833,1
P0764,P0765,1
P0764,P0769,1
P0764,P0785,1
P0764,P0787,1
P0764,P0788,1
P0764,P0790,1
P0764,P0791,1
P0764,P0798,1
P0764,P0840,1
P0764,P0849,1
P0764,P0852,1
P0764,P0853,1
P0764,P0854,1
P0764,P0874,1
P0764,P0875,1
P0764,P0879,1
P0764,P0880,1
P0764,P0881,1
P0764,P0888,1
P0764,P0941,1
P0764,P0944,1
P0764,P0947,1
P0764,P0948,1
P0764,P0949,1
P0764,P0950,1
P0764,P1006,1
P0764,P1017,1
P0764,P1018,1
P0764,P1020,1
P0764,P1054,1
P0764,P1055,1
P0764,P1056,1
P0764,P1100,1
P0764,P1111,1
P0764,P1113,1
P0764,P1154,1
P0764,P1155,1
P0764,P1176,1
P0764,P1187,1
P0764,P1189,1
P0764,P1199,1
P0764,P1201,1
P0764,P1203,1
P0764,P1213,1
P0764,P1214,1
P0764,P1223,1
P0764,P1224,1
P0764,P1231,1
P0764,P1233,1
P0764,P1235,1
P0764,P1251,1
P0764,P1253,1
P0764,P1263,1
P0764,P1264,1
P0764,P1266,1
P0764,P1267,1
P0764,P1280,1
P0764,P1281,1
P0764,P1282,1
P0764,P1286,1
P0764,P1288,1
P0764,P1302,1
P0764,P1308,1
P0764,P1310,1
P0764,P1312,1
P0764,P1313,1
P0764,P1315,1
P0764,P1316,1
P0764,P1351,1
P0764,P1354,1
P0764,P1356,1
P0764,P1362,1
P0764,P1363,1
P0764,P1409,1
P0764,P1571,1
P0764,P1645,1
P0764,P1685,1
P0764,P1699,1
P0764,P1700,1
P0764,P1740,1
P0764,P1757,1
P0764,P1794,1
P0764,P1833,1
P0764,P1834,1
P0765,P0769,1
P0765,P0785,1
P0765,P0787,1
P0765,P0788,1
P0765,P0790,1
P0765,P0791,1
P0765,P0798,1
P0765,P0840,1
P0765,P0842,1
P0765,P0849,1
P0765,P0852,1
P0765,P0853,1
P0765,P0854,1
P0765,P0856,1
P0765,P0857,1
P0765,P0874,1
P0765,P0875,1
P0765,P0878,1
P0765,P0879,1
P0765,P0880,1
P0765,P0881,1
P0765,P0888,1
P0765,P0941,1
P0765,P0943,1
P0765,P0944,1
P0765,P0945,1
P0765,P0947,1
P0765,P0948,1
P0765,P0949,1
P0765,P0950,1
P0765,P1006,1
P0765,P1017,1
P0765,P1018,1
P0765,P1020,1
P0765,P1054,1
P0765,P1055,1
P0765,P1056,1
P0765,P1102,1
P0765,P1111,1
P0765,P1154,1
P0765,P1157,1
P0765,P1176,1
P0765,P1187,1
P0765,P1189,1
P0765,P1199,1
P0765,P1201,1
P0765,P1203,1
P0765,P1213,1
P0765,P1214,1
P0765,P1223,1
P0765,P1224,1
P0765,P1231,1
P0765,P1233,1
P0765,P1235,1
P0765,P1242,1
P0765,P1251,1
P0765,P1253,1
P0765,P1254,1
P0765,P1257,1
P0765,P1263,1
P0765,P1264,1
P0765,P1266,1
P0765,P1267,1
P0765,P1271,1
P0765,P1280,1
P0765,P1281,1
P0765,P1282,1
P0765,P1286,1
P0765,P1288,1
P0765,P1302,1
P0765,P1308,1
P0765,P1310,1
P0765,P1312,1
P0765,P1313,1
P0765,P1315,1
P0765,P1316,1
P0765,P1351,1
P0765,P1352,1
P0765,P1354,1
P0765,P1356,1
P0765,P1362,1
P0765,P1363,1
P0765,P1409,1
P0765,P1571,1
P0765,P1645,1
P0765,P1685,1
P0765,P1699,1
P0765,P1700,1
P0765,P1708,1
P0765,P1709,1
P0765,P1711,1
P0765,P1740,1
P0765,P1757,1
P0765,P1794,1
P0765,P1833,1
P0769,P0785,1
P0769,P0791,1
P0769,P0798,1
P0769,P0840,1
P0769,P0842,1
P0769,P0849,1
P0769,P0852,1
P0769,P0853,1
P0769,P0856,1
P0769,P0874,1
P0769,P0875,1
P0769,P0878,1
P0769,P0879,1
P0769,P0881,1
P0769,P0941,1
P0769,P0944,1
P0769,P0945,1
P0769,P0947,1
P0769,P0948,1
P0769,P0949,1
P0769,P1006,1
P0769,P1017,1
P0769,P1018,1
P0769,P1020,1
P0769,P1054,1
P0769,P1055,1
P0769,P1100,1
P0769,P1102,1
P0769,P1112,1
P0769,P1113,1
P0769,P1124,1
P0769,P1154,1
P0769,P1176,1
P0769,P1187,1
P0769,P1189,1
P0769,P1199,1
P0769,P1201,1
P0769,P1213,1
P0769,P1214,1
P0769,P1231,1
P0769,P1233,1
P0769,P1242,1
P0769,P1251,1
P0769,P1253,1
P0769,P1254,1
P0769,P1257,1
P0769,P1263,1
P0769,P1264,1
P0769,P1266,1
P0769,P1267,1
P0769,P1271,1
P0769,P1280,1
P0769,P1281,1
P0769,P1282,1
P0769,P1288,1
P0769,P1302,1
P0769,P1308,1
P0769,P1312,1
P0769,P1313,1
P0769,P1315,1
P0769,P1316,1
P0769,P1351,1
P0769,P1354,1
P0769,P1356,1
P0769,P1362,1
P0769,P1409,1
P0769,P1571,1
P0769,P1645,1
P0769,P1699,1
P0769,P1700,1
P0769,P1708,1
P0769,P1709,1
P0769,P1740,1
P0769,P1757,1
P0769,P1794,1
P0769,P1833,1
P0769,P1834,1
P0785,P0787,1
P0785,P0788,1
P0785,P0791,1
P0785,P0798,1
P0785,P0853,1
P0785,P0854,1
P0785,P0856,1
P0785,P0857,1
P0785,P0874,1
P0785,P0875,1
P0785,P0878,1
P0785,P0880,1
P0785,P0881,1
P0785,P0888,1
P0785,P0944,1
P0785,P0945,1
P0785,P0947,1
P0785,P0949,1
P0785,P0950,1
P0785,P1006,1
P0785,P1018,1
P0785,P1100,1
P0785,P1102,1
P0785,P1113,1
P0785,P1124,1
P0785,P1154,1
P0785,P1155,1
P0785,P1157,1
P0785,P1176,1
P0785,P1187,1
P0785,P1199,1
P0785,P1201,1
P0785,P1203,1
P0785,P1213,1
P0785,P1214,1
P0785,P1223,1
P0785,P1224,1
P0785,P1231,1
P0785,P1233,1
P0785,P1235,1
P0785,P1242,1
P0785,P1251,1
P0785,P1254,1
P0785,P1263,1
P0785,P1264,1
P0785,P1267,1
P0785,P1281,1
P0785,P1288,1
P0785,P1302,1
P0785,P1308,1
P0785,P1310,1
P0785,P1312,1
P0785,P1313,1
P0785,P1315,1
P0785,P1352,1
P0785,P1354,1
P0785,P1362,1
P0785,P1363,1
P0785,P1571,1
P0785,P1645,1
P0785,P1685,1
P0785,P1708,1
P0785,P1709,1
P0785,P1740,1
P0785,P1794,1
P0785,P1833,1
P0787,P0791,1
P0787,P0798,1
P0787,P0840,1
P0787,P0842,1
P0787,P0849,1
P0787,P0853,1
P0787,P0856,1
P0787,P0874,1
P0787,P0875,1
P0787,P0879,1
P0787,P0880,1
P0787,P0881,1
P0787,P0941,1
P0787,P0944,1
P0787,P0945,1
P0787,P0948,1
P0787,P1006,1
P0787,P1017,1
P0787,P1020,1
P0787,P1054,1
P0787,P1055,1
P0787,P1100,1
P0787,P1102,1
P0787,P1112,1
P0787,P1113,1
P0787,P1124,1
P0787,P1154,1
P0787,P1176,1
P0787,P1187,1
P0787,P1189,1
P0787,P1199,1
P0787,P1213,1
P0787,P1242,1
P0787,P1251,1
P0787,P1257,1
P0787,P1263,1
P0787,P1264,1
P0787,P1266,1
P0787,P1267,1
P0787,P1271,1
P0787,P1280,1
P0787,P1281,1
P0787,P1282,1
P0787,P1288,1
P0787,P1312,1
P0787,P1313,1
P0787,P1315,1
P0787,P1351,1
P0787,P1356,1
P0787,P1362,1
P0787,P1409,1
P0787,P1571,1
P0787,P1700,1
P0787,P1708,1
P0787,P1740,1
P0787,P1757,1
P0787,P1794,1
P0787,P1833,1
P0787,P1834,1
P0788,P0791,1
P0788,P0798,1
P0788,P0840,1
P0788,P0842,1
P0788,P0849,1
P0788,P0852,1
P0788,P0853,1
P0788,P0856,1
P0788,P0874,1
P0788,P0875,1
P0788,P0878,1
P0788,P0879,1
P0788,P0880,1
P0788,P0881,1
P0788,P0941,1
P0788,P0944,1
P0788,P0945,1
P0788,P0947,1
P0788,P0948,1
P0788,P0949,1
P0788,P1006,1
P0788,P1017,1
P0788,P1018,1
P0788,P1020,1
P0788,P1054,1
P0788,P1055,1
P0788,P1100,1
P0788,P1102,1
P0788,P1112,1
P0788,P1113,1
P0788,P1124,1
P0788,P1154,1
P0788,P1176,1
P0788,P1187,1
P0788,P1189,1
P0788,P1199,1
P0788,P1201,1
P0788,P1213,1
P0788,P1214,1
P0788,P1231,1
P0788,P1233,1
P0788,P1242,1
P0788,P1251,1
P0788,P1253,1
P0788,P1254,1
P0788,P1257,1
P0788,P1263,1
P0788,P1264,1
P0788,P1266,1
P0788,P1267,1
P0788,P1271,1
P0788,P1280,1
P0788,P1281,1
P0788,P1282,1
P0788,P1288,1
P0788,P1302,1
P0788,P1308,1
P0788,P1312,1
P0788,P1313,1
P0788,P1315,1
P0788,P1316,1
P0788,P1351,1
P0788,P1354,1
P0788,P1356,1
P0788,P1362,1
P0788,P1363,1
P0788,P1409,1
P0788,P1571,1
P0788,P1645,1
P0788,P1699,1
P0788,P1700,1
P0788,P1708,1
P0788,P1709,1
P0788,P1740,1
P0788,P1757,1
P0788,P1794,1
P0788,P1833,1
P0788,P1834,1
P0790,P0791,1
P0790,P0840,1
P0790,P0842,1
P0790,P0849,1
P0790,P0853,1
P0790,P0856,1
P0790,P0875,1
P0790,P0878,1
P0790,P0944,1
P0790,P0945,1
P0790,P0947,1
P0790,P0948,1
P0790,P0949,1
P0790,P1006,1
P0790,P1017,1
P0790,P1020,1
P0790,P1054,1
P0790,P1102,1
P0790,P1113,1
P0790,P1124,1
P0790,P1154,1
P0790,P1213,1
P0790,P1214,1
P0790,P1242,1
P0790,P1251,1
P0790,P1254,1
P0790,P1264,1
P0790,P1315,1
P0790,P1316,1
P0790,P1351,1
P0790,P1354,1
P0790,P1363,1
P0790,P1699,1
P0790,P1740,1
P0790,P1757,1
P0790,P1794,1
P0790,P1833,1
P0791,P0840,1
P0791,P0842,1
P0791,P0852,1
P0791,P0853,1
P0791,P0854,1
P0791,P0857,1
P0791,P0874,1
P0791,P0875,1
P0791,P0878,1
P0791,P0880,1
P0791,P0881,1
P0791,P0888,1
P0791,P0941,1
P0791,P0943,1
P0791,P0944,1
P0791,P0945,1
P0791,P0947,1
P0791,P0949,1
P0791,P0950,1
P0791,P1006,1
P0791,P1017,1
P0791,P1018,1
P0791,P1020,1
P0791,P1056,1
P0791,P1100,1
