source,target,weight
P0069,P1050,3
P0069,P1286,3
P0259,P1278,3
P0259,P1589,3
P0259,P1861,3
P0451,P1764,3
P0456,P1764,3
P0620,P1286,3
P0620,P1589,3
P0649,P1861,3
P1050,P1278,3
P1094,P1940,3
P1283,P1285,3
P1286,P1687,3
P1286,P1764,3
P1286,P1861,3
P1589,P1861,3
P1764,P1861,3
P0024,P0777,3
P0024,P1607,3
P0024,P1734,3
P0050,P0992,3
P0141,P0181,3
P0141,P0440,3
P0141,P0842,3
P0141,P1618,3
P0141,P1665,3
P0181,P0746,3
P0181,P0783,3
P0181,P0840,3
P0181,P1734,3
P0181,P1763,3
P0202,P0777,3
P0203,P0497,3
P0203,P0992,3
P0307,P1763,3
P0375,P0781,3
P0440,P0531,3
P0497,P0531,3
P0497,P1839,3
P0531,P0777,3
P0531,P1734,3
P0746,P0842,3
P0746,P0992,3
P0746,P1665,3
P0777,P1654,3
P0779,P0783,3
P0779,P1654,3
P0781,P1734,3
P0783,P0840,3
P0840,P1607,3
P0840,P1839,3
P0992,P1654,3
P1039,P1839,3
P1607,P1734,3
P0259,P1246,3
P0337,P0768,3
P0337,P1687,3
P0447,P0911,3
P0447,P1013,3
P0502,P0911,3
P0502,P0967,3
P0807,P0911,3
P0807,P0967,3
P0807,P0971,3
P0807,P1090,3
P0807,P1286,3
P0807,P1657,3
P0877,P1286,3
P0880,P0964,3
P0880,P1657,3
P0911,P0967,3
P0911,P0972,3
P0911,P1013,3
P0911,P1015,3
P0911,P1016,3
P0967,P1124,3
P0971,P0972,3
P0971,P1657,3
P1090,P1687,3
P1121,P1657,3
P1280,P1657,3
P0069,P0668,3
P0069,P0849,3
P0337,P0466,3
P0337,P0555,3
P0337,P1755,3
P0352,P0668,3
P0352,P1614,3
P0430,P1614,3
P0463,P0500,3
P0463,P1341,3
P0466,P0707,3
P0500,P0668,3
P0668,P0707,3
P0707,P1044,3
P1341,P1823,3
P1614,P1823,3
P0050,P0125,3
P0050,P1011,3
P0769,P1685,3
P1011,P1685,3
P0014,P0651,3
P0014,P0808,3
P0014,P1918,3
P0023,P0430,3
P0060,P1165,3
P0060,P1286,3
P0109,P0666,3
P0109,P1839,3
P0133,P1001,3
P0266,P1244,3
P0279,P1122,3
P0309,P0429,3
P0429,P1001,3
P0429,P1122,3
P0430,P0651,3
P0430,P0724,3
P0430,P0989,3
P0430,P1122,3
P0613,P1839,3
P0651,P0666,3
P0651,P1152,3
P0651,P1171,3
P0666,P1152,3
P0666,P1168,3
P0666,P1171,3
P0666,P1918,3
P0719,P0946,3
P0719,P1122,3
P0719,P1839,3
P0724,P1258,3
P0944,P1839,3
P0989,P1171,3
P1001,P1122,3
P1152,P1171,3
P1258,P1357,3
P1286,P1839,3
P1357,P1918,3
P0141,P0352,3
P0141,P0708,3
P0141,P0711,3
P0143,P0927,3
P0146,P0449,3
P0146,P0707,3
P0179,P0711,3
P0281,P0922,3
P0337,P0708,3
P0337,P0927,3
P0337,P1791,3
P0352,P0412,3
P0412,P0708,3
P0412,P1756,3
P0414,P0711,3
P0449,P0711,3
P0449,P1791,3
P0502,P0538,3
P0502,P1756,3
P0538,P0711,3
P0879,P0927,3
P0879,P1791,3
P1756,P1791,3
P0181,P0404,3
P0404,P1261,3
P0911,P1686,3
P0922,P1264,3
P0219,P0941,3
P0941,P0989,3
P0982,P1356,3
P0984,P1940,3
P1220,P1827,3
P0063,P1154,3
P0063,P1201,3
P0063,P1608,3
P0065,P0500,3
P0065,P1154,3
P0065,P1356,3
P0065,P1357,3
P0065,P1603,3
P0297,P0921,3
P0297,P0923,3
P0297,P1199,3
P0297,P1285,3
P0500,P1201,3
P0707,P1154,3
P0707,P1793,3
P0879,P1154,3
P0879,P1199,3
P0879,P1201,3
P0880,P1206,3
P0880,P1285,3
P0921,P1192,3
P0921,P1201,3
P0921,P1356,3
P0922,P1199,3
P0922,P1201,3
P0923,P1201,3
P0923,P1285,3
P0923,P1603,3
P0972,P1357,3
P0981,P1201,3
P0981,P1356,3
P0981,P1357,3
P0981,P1603,3
P1154,P1201,3
P1154,P1356,3
P1192,P1356,3
P1199,P1206,3
P1201,P1357,3
P1201,P1793,3
P1206,P1356,3
P1356,P1357,3
P0032,P0909,3
P0032,P1782,3
P0142,P0276,3
P0142,P0277,3
P0142,P0911,3
P0275,P0276,3
P0275,P0380,3
P0275,P0911,3
P0275,P1674,3
P0276,P0280,3
P0276,P0707,3
P0276,P0911,3
P0277,P0783,3
P0277,P0909,3
P0279,P0379,3
P0280,P0909,3
P0281,P0380,3
P0281,P0430,3
P0281,P0909,3
P0281,P1051,3
P0355,P0707,3
P0379,P0737,3
P0380,P0431,3
P0380,P0707,3
P0380,P0737,3
P0380,P0909,3
P0411,P0430,3
P0411,P0431,3
P0411,P0798,3
P0411,P1041,3
P0430,P0911,3
P0430,P1051,3
P0502,P1674,3
P0707,P0756,3
P0707,P1174,3
P0707,P1674,3
P0756,P0911,3
P0909,P1041,3
P0909,P1782,3
P0911,P1051,3
P0174,P0538,3
P0174,P0840,3
P0174,P0865,3
P0174,P1272,3
P0174,P1280,3
P0174,P1281,3
P0201,P0296,3
P0201,P0538,3
P0201,P1153,3
P0201,P1278,3
P0201,P1280,3
P0296,P0840,3
P0296,P0865,3
P0296,P1047,3
P0427,P0873,3
P0427,P1153,3
P0427,P1280,3
P0427,P1281,3
P0427,P1596,3
P0430,P0447,3
P0430,P1595,3
P0430,P1596,3
P0440,P1237,3
P0447,P0538,3
P0447,P0703,3
P0447,P1278,3
P0447,P1596,3
P0447,P1650,3
P0538,P0703,3
P0538,P0779,3
P0538,P0865,3
P0538,P1047,3
P0538,P1272,3
P0538,P1596,3
P0538,P1789,3
P0703,P0724,3
P0703,P0840,3
P0703,P1594,3
P0783,P1281,3
P0800,P1278,3
P0800,P1281,3
P0800,P1596,3
P0840,P0880,3
P0840,P1272,3
P0840,P1278,3
P0865,P1227,3
P0865,P1272,3
P0865,P1281,3
P0865,P1650,3
P0873,P1227,3
P0873,P1789,3
P0880,P1278,3
P0880,P1596,3
P0880,P1789,3
P1047,P1280,3
P1047,P1281,3
P1057,P1227,3
P1227,P1650,3
P1237,P1280,3
P1272,P1278,3
P1272,P1281,3
P1272,P1650,3
P1272,P1789,3
P1278,P1594,3
P1278,P1650,3
P1280,P1595,3
P1280,P1789,3
P1281,P1596,3
P1596,P1789,3
P0127,P1860,3
P0192,P0279,3
P0192,P0972,3
P0192,P1096,3
P0192,P1288,3
P0278,P0279,3
P0278,P1097,3
P0278,P1115,3
P0279,P0340,3
P0279,P0343,3
P0279,P0967,3
P0279,P1112,3
P0279,P1115,3
P0279,P1201,3
P0279,P1287,3
P0339,P0968,3
P0339,P1096,3
P0339,P1097,3
P0339,P1202,3
P0339,P1206,3
P0340,P0344,3
P0340,P0969,3
P0340,P1124,3
P0340,P1202,3
P0343,P0972,3
P0343,P1124,3
P0343,P1203,3
P0343,P1206,3
P0343,P1287,3
P0343,P1860,3
P0381,P1097,3
P0381,P1115,3
P0594,P1860,3
P0707,P0967,3
P0707,P0968,3
P0707,P1287,3
P0707,P1843,3
P0707,P1859,3
P0967,P0968,3
P0967,P0969,3
P0968,P0969,3
P0968,P1096,3
P0968,P1097,3
P0968,P1113,3
P0968,P1201,3
P0968,P1202,3
P0969,P0972,3
P0969,P1096,3
P0969,P1288,3
P0972,P1782,3
P1012,P1096,3
P1012,P1201,3
P1096,P1206,3
P1097,P1201,3
P1112,P1201,3
P1112,P1271,3
P1112,P1356,3
P1112,P1357,3
P1113,P1356,3
P1113,P1357,3
P1113,P1860,3
P1115,P1124,3
P1115,P1356,3
P1124,P1201,3
P1124,P1271,3
P1201,P1271,3
P1201,P1843,3
P1202,P1356,3
P1203,P1356,3
P1206,P1782,3
P1271,P1288,3
P1287,P1860,3
P1843,P1850,3
P1843,P1860,3
P1850,P1860,3
P0191,P0708,3
P0191,P0924,3
P0191,P1792,3
P0192,P0449,3
P0192,P0743,3
P0192,P0909,3
P0192,P1019,3
P0192,P1021,3
P0192,P1090,3
P0192,P1100,3
P0192,P1256,3
P0192,P1614,3
P0192,P1794,3
P0402,P0909,3
P0402,P1019,3
P0402,P1021,3
P0402,P1255,3
P0402,P1257,3
P0449,P1101,3
P0449,P1245,3
P0449,P1792,3
P0704,P0911,3
P0704,P1020,3
P0704,P1101,3
P0704,P1111,3
P0704,P1356,3
P0704,P1687,3
P0707,P0924,3
P0708,P1235,3
P0708,P1255,3
P0711,P0924,3
P0711,P1021,3
P0711,P1100,3
P0711,P1102,3
P0711,P1124,3
P0711,P1244,3
P0713,P0928,3
P0713,P1245,3
P0713,P1589,3
P0713,P1687,3
P0713,P1794,3
P0714,P0909,3
P0714,P1019,3
P0714,P1257,3
P0743,P0911,3
P0743,P0927,3
P0743,P1020,3
P0743,P1078,3
P0743,P1111,3
P0744,P0909,3
P0744,P0911,3
P0744,P1589,3
P0744,P1687,3
P0873,P0924,3
P0873,P0927,3
P0873,P1021,3
P0873,P1244,3
P0873,P1255,3
P0873,P1614,3
P0909,P0928,3
P0909,P1078,3
P0911,P0928,3
P0911,P1614,3
P0924,P0928,3
P0924,P1019,3
P0924,P1101,3
P0924,P1794,3
P0927,P1021,3
P0927,P1101,3
P0927,P1102,3
P0927,P1794,3
P0927,P1839,3
P0928,P1020,3
P0928,P1021,3
P0928,P1090,3
P0928,P1234,3
P0928,P1256,3
P0928,P1257,3
P0928,P1839,3
P0929,P1020,3
P0929,P1614,3
P0929,P1839,3
P1019,P1078,3
P1019,P1225,3
P1019,P1234,3
P1019,P1245,3
P1019,P1255,3
P1020,P1102,3
P1020,P1234,3
P1020,P1245,3
P1020,P1257,3
P1020,P1614,3
P1021,P1256,3
P1078,P1356,3
P1090,P1101,3
P1090,P1102,3
P1090,P1245,3
P1090,P1256,3
P1100,P1124,3
P1100,P1794,3
P1101,P1111,3
P1101,P1244,3
P1101,P1792,3
P1102,P1111,3
P1102,P1234,3
P1102,P1256,3
P1102,P1839,3
P1111,P1235,3
P1111,P1356,3
P1124,P1225,3
P1124,P1245,3
P1124,P1342,3
P1124,P1589,3
P1225,P1356,3
P1225,P1839,3
P1234,P1245,3
P1234,P1257,3
P1234,P1342,3
P1235,P1356,3
P1235,P1794,3
P1244,P1255,3
P1244,P1589,3
P1244,P1687,3
P1245,P1794,3
P1255,P1356,3
P1255,P1792,3
P1255,P1794,3
P1256,P1356,3
P1256,P1589,3
P1256,P1794,3
P1257,P1839,3
P1356,P1614,3
P0007,P0063,3
P0007,P0280,3
P0007,P0297,3
P0007,P0782,3
P0007,P0815,3
P0007,P0840,3
P0049,P0351,3
P0049,P0714,3
P0049,P0737,3
P0049,P0781,3
P0049,P0803,3
P0049,P0804,3
P0049,P0840,3
P0049,P0848,3
P0049,P0863,3
P0049,P0906,3
P0049,P1589,3
P0049,P1594,3
P0063,P0191,3
P0063,P0737,3
P0063,P0751,3
P0063,P0808,3
P0063,P0842,3
P0063,P0906,3
P0063,P1589,3
P0065,P0191,3
P0065,P0280,3
P0065,P0430,3
P0065,P0531,3
P0065,P0803,3
P0065,P0814,3
P0065,P0906,3
P0065,P1589,3
P0191,P0280,3
P0191,P0540,3
P0191,P0585,3
P0191,P0777,3
P0191,P0782,3
P0191,P0815,3
P0191,P0840,3
P0191,P0863,3
P0191,P1595,3
P0239,P0279,3
P0239,P0727,3
P0239,P0784,3
P0239,P0840,3
P0239,P0848,3
P0239,P1608,3
P0279,P0906,3
P0280,P0297,3
P0280,P0782,3
P0280,P0814,3
P0280,P0815,3
P0280,P0863,3
P0280,P1792,3
P0297,P0803,3
P0297,P0848,3
P0304,P0427,3
P0304,P0714,3
P0304,P0737,3
P0304,P1589,3
P0351,P0430,3
P0351,P0848,3
P0417,P0737,3
P0417,P0842,3
P0417,P0906,3
P0427,P0749,3
P0430,P0848,3
P0430,P0863,3
P0430,P1608,3
P0531,P0715,3
P0531,P0784,3
P0531,P1608,3
P0531,P1792,3
P0540,P1589,3
P0585,P0737,3
P0585,P1589,3
P0707,P0750,3
P0707,P0804,3
P0715,P0842,3
P0715,P1608,3
P0716,P0840,3
P0727,P0814,3
P0737,P0750,3
P0737,P0751,3
P0737,P0803,3
P0737,P0808,3
P0737,P0815,3
P0737,P0840,3
P0737,P0842,3
P0737,P0863,3
P0737,P1714,3
P0750,P0784,3
P0750,P1594,3
P0750,P1608,3
P0751,P0808,3
P0781,P0815,3
P0781,P0864,3
P0781,P1595,3
P0782,P0815,3
P0784,P0840,3
P0784,P1594,3
P0800,P0814,3
P0800,P0815,3
P0800,P0863,3
P0800,P1589,3
P0804,P0906,3
P0808,P0815,3
P0808,P1608,3
P0814,P0840,3
P0815,P0840,3
P0815,P0863,3
P0815,P1096,3
P0815,P1595,3
P0840,P0863,3
P0840,P0864,3
P0840,P0906,3
P0840,P1096,3
P0840,P1792,3
P0842,P0863,3
P0842,P1589,3
P0848,P1608,3
P0864,P0906,3
P0864,P1589,3
P0906,P1109,3
P0906,P1589,3
P1594,P1608,3
P0105,P0744,3
P0105,P1009,3
P0105,P1940,3
P0201,P1009,3
P0743,P1009,3
P0744,P1009,3
P1105,P1206,3
P1206,P1940,3
P0112,P0873,3
P0112,P1252,3
P0177,P0427,3
P0177,P0707,3
P0177,P0736,3
P0177,P0810,3
P0177,P0873,3
P0177,P0911,3
P0177,P1252,3
P0178,P0419,3
P0178,P0427,3
P0178,P0909,3
P0178,P1256,3
P0178,P1257,3
P0232,P0873,3
P0232,P1663,3
P0370,P1252,3
P0370,P1253,3
P0374,P0909,3
P0374,P1255,3
P0411,P0425,3
P0411,P0865,3
P0411,P1252,3
P0411,P1253,3
P0411,P1255,3
P0411,P1257,3
P0425,P0810,3
P0425,P0873,3
P0425,P0909,3
P0425,P1199,3
P0427,P0520,3
P0427,P1257,3
P0520,P0736,3
P0520,P1199,3
P0520,P1663,3
P0707,P1183,3
P0711,P0736,3
P0736,P1183,3
P0736,P1252,3
P0736,P1256,3
P0810,P1257,3
P0810,P1663,3
P0865,P0909,3
P0873,P1252,3
P0909,P1199,3
P1183,P1199,3
P1183,P1253,3
P1183,P1255,3
P1020,P1611,3
P1153,P1611,3
P1156,P1734,3
P1244,P1940,3
P1340,P1734,3
P1340,P1940,3
P0006,P0009,3
P0006,P0305,3
P0006,P0379,3
P0006,P0555,3
P0006,P0710,3
P0006,P0755,3
P0006,P1116,3
P0006,P1741,3
P0006,P1823,3
P0067,P0708,3
P0067,P1756,3
P0151,P0711,3
P0151,P0911,3
P0151,P1589,3
P0163,P0884,3
P0163,P0911,3
P0163,P1257,3
P0163,P1741,3
P0300,P0911,3
P0300,P1257,3
P0304,P0399,3
P0304,P0738,3
P0304,P0757,3
P0304,P0911,3
P0304,P1763,3
P0305,P0708,3
P0305,P0709,3
P0305,P1256,3
P0305,P1589,3
P0305,P1763,3
P0305,P1802,3
P0305,P1867,3
P0354,P1802,3
P0379,P0738,3
P0379,P0757,3
P0379,P1228,3
P0399,P0624,3
P0399,P0708,3
P0399,P0710,3
P0399,P0909,3
P0399,P1257,3
P0399,P1540,3
P0399,P1657,3
P0399,P1741,3
P0399,P1763,3
P0399,P1867,3
P0555,P1256,3
P0555,P1657,3
P0555,P1756,3
P0555,P1802,3
P0556,P1678,3
P0624,P0707,3
P0624,P0711,3
P0624,P1763,3
P0643,P0707,3
P0643,P0757,3
P0643,P0911,3
P0643,P1228,3
P0643,P1741,3
P0707,P1228,3
P0707,P1703,3
P0707,P1867,3
P0708,P0757,3
P0708,P0910,3
P0708,P1162,3
P0709,P1657,3
P0709,P1763,3
P0710,P0757,3
P0710,P0884,3
P0710,P1257,3
P0710,P1356,3
P0710,P1741,3
P0710,P1756,3
P0710,P1802,3
P0710,P1826,3
P0711,P0738,3
P0711,P1162,3
P0711,P1824,3
P0714,P1741,3
P0738,P0909,3
P0738,P0910,3
P0738,P1228,3
P0738,P1256,3
P0738,P1257,3
P0738,P1657,3
P0738,P1741,3
P0757,P1256,3
P0757,P1826,3
P0848,P0909,3
P0848,P0910,3
P0884,P1356,3
P0884,P1763,3
P0909,P1703,3
P0909,P1763,3
P0910,P1703,3
P0911,P1802,3
P0911,P1826,3
P1116,P1257,3
P1162,P1703,3
P1228,P1589,3
P1256,P1703,3
P1256,P1741,3
P1256,P1756,3
P1257,P1756,3
P1257,P1826,3
P1356,P1657,3
P1356,P1802,3
P1356,P1823,3
P1540,P1763,3
P1589,P1823,3
P1712,P1763,3
P1712,P1802,3
P1741,P1823,3
P1741,P1867,3
P1756,P1824,3
P1763,P1802,3
P1763,P1867,3
P1802,P1823,3
P1802,P1826,3
P1823,P1824,3
P0060,P1250,3
P0060,P1288,3
P0060,P1940,3
P0062,P1288,3
P0065,P1250,3
P0065,P1288,3
P0854,P0949,3
P0948,P1288,3
P0949,P1288,3
P1220,P1250,3
P1220,P1288,3
P1250,P1288,3
P0007,P1357,3
P0174,P0192,3
P0174,P0493,3
P0174,P0532,3
P0174,P0802,3
P0174,P1006,3
P0174,P1113,3
P0174,P1363,3
P0179,P0192,3
P0179,P1357,3
P0179,P1363,3
P0190,P1006,3
P0190,P1258,3
P0192,P0981,3
P0192,P1363,3
P0307,P0888,3
P0307,P1006,3
P0307,P1017,3
P0307,P1019,3
P0307,P1020,3
P0307,P1097,3
P0307,P1112,3
P0307,P1263,3
P0307,P1363,3
P0491,P0565,3
P0491,P0981,3
P0491,P1113,3
P0493,P0810,3
P0493,P1363,3
P0496,P1022,3
P0532,P0566,3
P0532,P1363,3
P0564,P1020,3
P0564,P1363,3
P0565,P1020,3
P0565,P1103,3
P0566,P1112,3
P0707,P1230,3
P0802,P1112,3
P0802,P1113,3
P0802,P1263,3
P0802,P1363,3
P0810,P0981,3
P0810,P1034,3
P0810,P1229,3
P0810,P1258,3
P0888,P1006,3
P0888,P1018,3
P0888,P1112,3
P0888,P1363,3
P0980,P1689,3
P0981,P1363,3
P1006,P1019,3
P1006,P1112,3
P1006,P1113,3
P1018,P1112,3
P1018,P1363,3
P1019,P1229,3
P1020,P1103,3
P1020,P1263,3
P1021,P1258,3
P1021,P1274,3
P1021,P1357,3
P1022,P1230,3
P1022,P1274,3
P1034,P1363,3
P1103,P1113,3
P1112,P1229,3
P1113,P1229,3
P1113,P1263,3
P1113,P1363,3
P1229,P1230,3
P1357,P1363,3
P1357,P1689,3
P0156,P1097,3
P0158,P0447,3
P0158,P1023,3
P0158,P1795,3
P0191,P0281,3
P0281,P0447,3
P0531,P1830,3
P1023,P1795,3
P0031,P1545,3
P0031,P1676,3
P0031,P1805,3
P0225,P1128,3
P0401,P1128,3
P0401,P1860,3
P0437,P1125,3
P0437,P1545,3
P0437,P1579,3
P0437,P1843,3
P0501,P0531,3
P0501,P0707,3
P0501,P1804,3
P0502,P1839,3
P0502,P1860,3
P0707,P1125,3
P0707,P1549,3
P0707,P1676,3
P1125,P1608,3
P1125,P1676,3
P1125,P1843,3
P1125,P1860,3
P1128,P1830,3
P1562,P1860,3
P1579,P1608,3
P1579,P1676,3
P1579,P1863,3
P1608,P1860,3
P1676,P1805,3
P1843,P1863,3
P0293,P0761,3
P0293,P0873,3
P0293,P1618,3
P0463,P1126,3
P0466,P1271,3
P0466,P1618,3
P0469,P1126,3
P0469,P1823,3
P0761,P1271,3
P0761,P1618,3
P0873,P1271,3
P0873,P1340,3
P0873,P1618,3
P1228,P1583,3
P1228,P1940,3
P1271,P1618,3
P1271,P1940,3
P1281,P1340,3
P1281,P1341,3
P1281,P1614,3
P1614,P1618,3
P0088,P0954,3
P0088,P1940,3
P0397,P0711,3
P0397,P0911,3
P0618,P1252,3
P0618,P1316,3
P0619,P0856,3
P0619,P1940,3
P0707,P1308,3
P0707,P1311,3
P0711,P1073,3
P0711,P1361,3
P0853,P1245,3
P0853,P1308,3
P0853,P1311,3
P0856,P1242,3
P0856,P1243,3
P0856,P1244,3
P0911,P1072,3
P0911,P1073,3
P0911,P1243,3
P0911,P1311,3
P0954,P1316,3
P1072,P1245,3
P1072,P1252,3
P1073,P1245,3
P1073,P1252,3
P1101,P1311,3
P1101,P1316,3
P1242,P1308,3
P1243,P1252,3
P1243,P1311,3
P1243,P1361,3
P1244,P1252,3
P1245,P1308,3
P1245,P1361,3
P1252,P1940,3
P1308,P1361,3
P1792,P1940,3
P0463,P0673,3
P0463,P0918,3
P0463,P1178,3
P0463,P1183,3
P0463,P1256,3
P0463,P1278,3
P0463,P1316,3
P0464,P0673,3
P0464,P1183,3
P0464,P1199,3
P0464,P1278,3
P0464,P1281,3
P0469,P1046,3
P0469,P1183,3
P0469,P1252,3
P0469,P1316,3
P0673,P1257,3
P0707,P1279,3
P0707,P1312,3
P0707,P1335,3
P0715,P1046,3
P0716,P1252,3
P0716,P1316,3
P0716,P1734,3
P0840,P1192,3
P0840,P1251,3
P0840,P1256,3
P0840,P1257,3
P0840,P1312,3
P0840,P1316,3
P0946,P1046,3
P1046,P1255,3
P1046,P1278,3
P1046,P1281,3
P1046,P1730,3
P1116,P1282,3
P1120,P1255,3
P1120,P1361,3
P1120,P1650,3
P1178,P1281,3
P1178,P1311,3
P1183,P1278,3
P1199,P1251,3
P1199,P1278,3
P1199,P1280,3
P1199,P1650,3
P1251,P1278,3
P1251,P1281,3
P1252,P1312,3
P1255,P1650,3
P1256,P1278,3
P1256,P1282,3
P1256,P1311,3
P1257,P1278,3
P1257,P1282,3
P1257,P1311,3
P1278,P1279,3
P1278,P1282,3
P1278,P1311,3
P1278,P1361,3
P1280,P1312,3
P1280,P1734,3
P1281,P1312,3
P1281,P1734,3
P1282,P1311,3
P1282,P1734,3
P1361,P1734,3
P0924,P1685,3
P0193,P0297,3
P0193,P0905,3
P0193,P1245,3
P0193,P1253,3
P0193,P1784,3
P0280,P0672,3
P0280,P1784,3
P0297,P0905,3
P0297,P1254,3
P0297,P1255,3
P0297,P1256,3
P0297,P1606,3
P0667,P0671,3
P0670,P1252,3
P0670,P1316,3
P0670,P1784,3
P0671,P0904,3
P0672,P0905,3
P0904,P1120,3
P0905,P0911,3
P1120,P1206,3
P1120,P1254,3
P1206,P1252,3
P1206,P1607,3
P1244,P1253,3
P1244,P1254,3
P1244,P1607,3
P1245,P1607,3
P1252,P1784,3
P1253,P1782,3
P1255,P1608,3
P1255,P1782,3
P1256,P1314,3
P1256,P1608,3
P1256,P1782,3
P1316,P1608,3
P1316,P1782,3
P1316,P1784,3
P0140,P0216,3
P0140,P0860,3
P0140,P1694,3
P0191,P0344,3
P0191,P0564,3
P0191,P1203,3
P0216,P0344,3
P0216,P0860,3
P0216,P1694,3
P0339,P0579,3
P0339,P0703,3
P0339,P0853,3
P0339,P0860,3
P0339,P0960,3
P0339,P1818,3
P0344,P0496,3
P0344,P0703,3
P0344,P1656,3
P0344,P1827,3
P0344,P1834,3
P0454,P1199,3
P0496,P0853,3
P0496,P0860,3
P0496,P1203,3
P0551,P0853,3
P0551,P1940,3
P0564,P0960,3
P0564,P1203,3
P0570,P0703,3
P0570,P0805,3
P0570,P0960,3
P0570,P1820,3
P0579,P1827,3
P0703,P1827,3
P0719,P0960,3
P0719,P1827,3
P0805,P0853,3
P0805,P0859,3
P0853,P1203,3
P0853,P1818,3
P0860,P1203,3
P0960,P1827,3
P1199,P1203,3
P1199,P1694,3
P1203,P1827,3
P1203,P1834,3
P1203,P1940,3
P1609,P1818,3
P1820,P1827,3
P0035,P1249,3
P0035,P1791,3
P0337,P0727,3
P0337,P1789,3
P0727,P1248,3
P0727,P1249,3
P0810,P1251,3
P0810,P1789,3
P1247,P1248,3
P1247,P1249,3
P1247,P1251,3
P1248,P1320,3
P1248,P1321,3
P1249,P1319,3
P1249,P1789,3
P1249,P1791,3
P1250,P1251,3
P1250,P1321,3
P1251,P1791,3
P1251,P1940,3
P1319,P1940,3
P1320,P1789,3
P1775,P1791,3
P0115,P1199,3
P0115,P1255,3
P0115,P1316,3
P0115,P1356,3
P0188,P1255,3
P0188,P1256,3
P0188,P1357,3
P0188,P1940,3
P0381,P1359,3
P1189,P1203,3
P1189,P1253,3
P1189,P1356,3
P1189,P1363,3
P1189,P1940,3
P1199,P1321,3
P1199,P1363,3
P1203,P1247,3
P1203,P1251,3
P1203,P1252,3
P1203,P1254,3
P1203,P1256,3
P1203,P1376,3
P1243,P1253,3
P1247,P1252,3
P1247,P1256,3
P1247,P1269,3
P1247,P1316,3
P1247,P1363,3
P1247,P1376,3
P1251,P1269,3
P1251,P1356,3
P1252,P1269,3
P1252,P1376,3
P1253,P1357,3
P1253,P1376,3
P1253,P1940,3
P1254,P1269,3
P1254,P1356,3
P1254,P1357,3
P1254,P1376,3
P1256,P1359,3
P1256,P1363,3
P1256,P1376,3
P1256,P1648,3
P1257,P1363,3
P1269,P1321,3
P1269,P1350,3
P1269,P1357,3
P1321,P1363,3
P1350,P1376,3
P1359,P1940,3
P1363,P1376,3
P1363,P1808,3
P0109,P0704,3
P0109,P1202,3
P0209,P1124,3
P0491,P0880,3
P0491,P1124,3
P0491,P1658,3
P0536,P0849,3
P0536,P0879,3
P0536,P0920,3
P0704,P0849,3
P0704,P0880,3
P0704,P0920,3
P0849,P0879,3
P0849,P1202,3
P0849,P1658,3
P0879,P1124,3
P0880,P1795,3
P0097,P0739,3
P0097,P1006,3
P0097,P1056,3
P0097,P1189,3
P0097,P1264,3
P0097,P1276,3
P0097,P1596,3
P0097,P1607,3
P0097,P1614,3
P0555,P0969,3
P0555,P1105,3
P0555,P1789,3
P0555,P1839,3
P0624,P1056,3
P0624,P1276,3
P0624,P1607,3
P0705,P1788,3
P0739,P0853,3
P0739,P1056,3
P0739,P1264,3
P0853,P1264,3
P0853,P1606,3
P0853,P1618,3
P0853,P1789,3
P0879,P1276,3
P0879,P1596,3
P0969,P1060,3
P0969,P1276,3
P0969,P1940,3
P0976,P1056,3
P0976,P1105,3
P1006,P1056,3
P1006,P1264,3
P1013,P1276,3
P1056,P1189,3
P1056,P1607,3
P1105,P1788,3
P1189,P1276,3
P1264,P1596,3
P1276,P1606,3
P1276,P1607,3
P1596,P1839,3
P1596,P1940,3
P1606,P1741,3
P1614,P1741,3
P1619,P1839,3
P1741,P1789,3
P1741,P1940,3
P1788,P1940,3
P1789,P1839,3
P0057,P0665,3
P0057,P1019,3
P0057,P1020,3
P0060,P0684,3
P0060,P1020,3
P0061,P0665,3
P0061,P1283,3
P0061,P1286,3
P0062,P1020,3
P0062,P1286,3
P0062,P1358,3
P0063,P0685,3
P0063,P1020,3
P0063,P1283,3
P0064,P1019,3
P0064,P1285,3
P0065,P1020,3
P0065,P1329,3
P0141,P0665,3
P0141,P1286,3
P0141,P1329,3
P0440,P0684,3
P0440,P1020,3
P0440,P1046,3
P0440,P1285,3
P0440,P1286,3
P0440,P1329,3
P0440,P1358,3
P0665,P1020,3
P0684,P1285,3
P0685,P1020,3
P0685,P1285,3
P0877,P1283,3
P0881,P1019,3
P0881,P1286,3
P1020,P1046,3
P1046,P1211,3
P1046,P1286,3
P1049,P1316,3
P1211,P1316,3
P1285,P1329,3
P1286,P1329,3
P1316,P1333,3
P0189,P1361,3
P1276,P1277,3
P0178,P1311,3
P0178,P1834,3
P0179,P0425,3
P0179,P1234,3
P0179,P1311,3
P0179,P1656,3
P0303,P0305,3
P0303,P1311,3
P0305,P0737,3
P0305,P0926,3
P0305,P1022,3
P0305,P1314,3
P0305,P1834,3
P0307,P0570,3
P0307,P1225,3
P0307,P1281,3
P0307,P1311,3
P0307,P1619,3
P0307,P1674,3
P0307,P1834,3
P0339,P1019,3
P0339,P1225,3
P0339,P1314,3
P0339,P1674,3
P0343,P0737,3
P0343,P1763,3
P0344,P0425,3
P0344,P1364,3
P0425,P0990,3
P0425,P1022,3
P0425,P1225,3
P0425,P1311,3
P0425,P1674,3
P0429,P0570,3
P0429,P0683,3
